lng,lat,num,street,type,city,zip,address,APN,line_1,line_2,state,postal
-122.211175976939046,37.782108106565708,2229,39TH,AV,,94601,2229 39TH AV OAKLAND 94601,032 209701100,,,,
-122.212805273827726,37.782118706569662,2161,38TH,AV,,94601,2161 38TH AV OAKLAND 94601,032 209801800,,,,
-122.225656507603631,37.78189294177642,2912,17TH,ST,,94601,2912 E 17TH ST OAKLAND 94601,025 072401000,,,,
-122.213777881582459,37.782421588438211,2141,RANSOM,AV,,94601,2141 RANSOM AV OAKLAND 94601,032 209104400,,,,
-122.177104407144995,37.755513959404368,1456,83RD,AV,,94621,1456 83RD AV OAKLAND 94621,043 455102200,,,,
-122.206248595434744,37.755119715806003,559,66TH,AV,,94621,559 66TH AV OAKLAND 94621,041 390800800,,,,
-122.194160041216549,37.755337220615594,922,72ND,AV,,94621,922 72ND AV OAKLAND 94621,041 415304000,,,,
-122.194160041216549,37.755337220615594,926,72ND,AV,,94621,926 72ND AV OAKLAND 94621,041 415304000,,,,
-122.20636038538197,37.770011736258283,1505,52ND,AV,,94601,1505 52ND AV OAKLAND 94601,035 236302100,,,,
-122.188817402692379,37.756729738525699,1163,75TH,AV,,94621,1163 75TH AV OAKLAND 94621,041 413702602,,,,
-122.193103910801582,37.756828097372029,1012,71ST,AV,,94621,1012 71ST AV OAKLAND 94621,041 414601700,,,,
-122.19300305335139,37.756892857606019,1016,71ST,AV,,94621,1016 71ST AV A OAKLAND 94621,041 414601800,,,,
-122.19300305335139,37.756892857606019,1016,71ST,AV,,94621,1016 71ST AV OAKLAND 94621,041 414601800,,,,
-122.183227177696153,37.757029155543627,7895,14TH,ST,,94621,7895 E 14TH ST OAKLAND 94621,041 419503400,,,,
-122.183227177696153,37.757029155543627,7895,INTERNATIONAL,BL,,94621,7895 INTERNATIONAL BL OAKLAND 94621,041 419503400,,,,
-122.18467462502862,37.757062979103338,1301,78TH,AV,,94621,1301 78TH AV OAKLAND 94621,041 419500800,,,,
-122.187963137196519,37.75723201286403,7434,RUDSDALE,ST,,94621,7434 RUDSDALE ST OAKLAND 94621,041 418903100,,,,
-122.236588308417041,37.781993610806566,2325,12TH,ST,,94601,2325 E 12TH ST OAKLAND 94601,019 010200201,,,,
-122.222572156448649,37.782367334799773,1827,33RD,AV,,94601,1827 33RD AV OAKLAND 94601,033 211701000,,,,
-122.233540261775943,37.784747178761044,2328,16TH,ST,,94601,2328 E 16TH ST OAKLAND 94601,020 015803103,,,,
-122.213008152046427,37.772664565502538,1438,44TH,AV,,94601,1438 44TH AV OAKLAND 94601,035 235602202,,,,
-122.214836779706758,37.772681142816474,4256,14TH,ST,,94601,4256 E 14TH ST OAKLAND 94601,035 235400300,,,,
-122.214836779706758,37.772681142816474,4256,INTERNATIONAL,BL,,94601,4256 INTERNATIONAL BL OAKLAND 94601,035 235400300,,,,
-122.227640641724491,37.772583833234755,3218,ELMWOOD,AV,,94601,3218 ELMWOOD AV OAKLAND 94601,033 220102300,,,,
-122.174060779316761,37.74582078830494,1275,95TH,AV,,94603,1275 95TH AV OAKLAND 94603,044 496200200,,,,
-122.183938845522121,37.744978318113162,9015,G,ST,,94603,9015 G ST OAKLAND 94603,042 428900800,,,,
-122.169773219280358,37.746000955842433,9624,HOLLY,ST,,94603,9624 HOLLY ST OAKLAND 94603,046 542902600,,,,
-122.168061613355434,37.745912143615179,1617,98TH,AV,,94603,1617 98TH AV OAKLAND 94603,046 543601900,,,,
-122.15916868191151,37.74619426466635,2300,99TH,AV,,94603,2300 99TH AV OAKLAND 94603,047 556100100,,,,
-122.158095029856938,37.746263435377834,9920,LONGFELLOW,AV,,94603,9920 LONGFELLOW AV OAKLAND 94603,047 556201800,,,,
-122.158882884700489,37.746269001479547,2314,99TH,AV,,94603,2314 99TH AV OAKLAND 94603,047 556100300,,,,
-122.178409114873745,37.746013284275264,1106,92ND,AV,,94603,1106 92ND AV OAKLAND 94603,044 498303400,,,,
-122.194003643627227,37.745327575651466,8323,BALDWIN,ST,,94621,8323 BALDWIN ST OAKLAND 94621,042 431801602,,,,
-122.194003643627227,37.745327575651466,9323,BALDWIN,ST,,94621,9323 BALDWIN ST OAKLAND 94621,042 431801602,,,,
-122.167257043559431,37.746364930009207,9740,PLYMOUTH,ST,,94603,9740 PLYMOUTH ST OAKLAND 94603,046 544102003,,,,
-122.195801088069118,37.765293683262207,1703,62ND,AV,,94621,1703 62ND AV OAKLAND 94621,038 321503000,,,,
-122.193276048671294,37.765407340644487,6246,BROMLEY,AV,,94621,6246 BROMLEY AV OAKLAND 94621,038 321302500,,,,
-122.185007833523699,37.748910837362239,8530,G,ST,,94621,8530 G ST OAKLAND 94621,042 428201700,,,,
-122.170757314690974,37.749175707379159,9240,WALNUT,ST,,94603,9240 WALNUT ST OAKLAND 94603,046 543402400,,,,
-122.160345520747768,37.749427516272931,9793,ELMVIEW,DR,,94603,9793 ELMVIEW DR OAKLAND 94603,046 548902600,,,,
-122.160401900811621,37.749489768545928,9785,ELMVIEW,DR,,94603,9785 ELMVIEW DR OAKLAND 94603,046 548902700,,,,
-122.220071447021979,37.775754564143639,1430,37TH,AV,,94601,1430 37TH AV OAKLAND 94601,033 213606600,,,,
-122.163287108044543,37.740989110849902,1750,104TH,AV,,94603,1750 104TH AV OAKLAND 94603,047 550801002,,,,
-122.155713497224085,37.74356364982075,10337,VOLTAIRE,AV,,94603,10337 VOLTAIRE AV OAKLAND 94603,047 556400800,,,,
-122.1616132744807,37.743433749367142,1949,102ND,AV,,94603,1949 102ND AV OAKLAND 94603,047 550201000,,,,
-122.155938374285796,37.743999689257244,2330,103RD,AV,,94603,2330 103RD AV OAKLAND 94603,047 556400500,,,,
-122.155630563858736,37.744079646483748,2350,103RD,AV,,94603,2350 103RD AV OAKLAND 94603,047 557300100,,,,
-122.16224870228848,37.744039015428719,1929,101ST,AV,,94603,1929 101ST AV OAKLAND 94603,047 550301302,,,,
-122.161845783629062,37.744143095924166,1951,101ST,AV,,94603,1951 101ST AV OAKLAND 94603,047 550301000,,,,
-122.186378917768778,37.759415421443272,1414,73RD,AV,,94621,1414 73RD AV OAKLAND 94621,040 331704814,,,,
-122.166689322672909,37.744104457422054,1622,99TH,AV,,94603,1622 99TH AV OAKLAND 94603,046 543802006,,,,
-122.213072711270968,37.776722956076874,1924,41ST,AV,,94601,1924 41ST AV OAKLAND 94601,032 207902300,,,,
-122.203138091626911,37.776992460281541,4845,CONGRESS,AV,,94601,4845 CONGRESS AV OAKLAND 94601,035 237100700,,,,
-122.220063178928086,37.776706976096186,1529,37TH,AV,,94601,1529 37TH AV OAKLAND 94601,033 213203500,,,,
-122.219305631445621,37.776750985292679,1614,37TH,AV,,94601,1614 37TH AV OAKLAND 94601,033 213607700,,,,
-122.207647897559568,37.776982117283126,2194,45TH,AV,,94601,2194 45TH AV OAKLAND 94601,036 241200600,,,,
-122.204126690292028,37.777110761728387,2256,48TH,AV,,94601,2256 48TH AV OAKLAND 94601,036 241805600,,,,
-122.207609415529404,37.777057841175989,2198,45TH,AV,,94601,2198 45TH AV OAKLAND 94601,036 241200700,,,,
-122.215743272354928,37.776980590719795,1822,40TH,AV,,94601,1822 40TH AV OAKLAND 94601,033 214201900,,,,
-122.235423038084974,37.776657150996833,824,27TH,AV,,94601,824 27TH AV OAKLAND 94601,019 008301700,,,,
-122.21463570979671,37.779989008160491,3812,MERA,ST,,94601,3812 MERA ST OAKLAND 94601,032 209203000,,,,
-122.209543414674258,37.780018275798454,2207,41ST,AV,,94601,2207 41ST AV OAKLAND 94601,032 207602500,,,,
-122.185549922780226,37.757368430203627,1302,76TH,AV,,94621,1302 76TH AV OAKLAND 94621,041 419104200,,,,
-122.170333973731857,37.757644463647438,2030,84TH,AV,,94621,2030 84TH AV OAKLAND 94621,043 456801800,,,,
-122.193775982686461,37.75740295672351,1008,70TH,AV,,94621,1008 70TH AV OAKLAND 94621,041 414805800,,,,
-122.180191896115247,37.757579145131594,1507,80TH,AV,,94621,1507 80TH AV OAKLAND 94621,040 335801600,,,,
-122.191702844385588,37.757441446948938,7121,HAMILTON,ST,,94621,7121 HAMILTON ST OAKLAND 94621,041 414600200,,,,
-122.180873611414697,37.758905499549087,1524,78TH,AV,,94621,1524 78TH AV OAKLAND 94621,040 336000100,,,,
-122.178789573854459,37.759017124917385,1621,79TH,AV,,94621,1621 79TH AV OAKLAND 94621,040 335601300,,,,
-122.173142850216749,37.759031473126356,1945,82ND,AV,,94621,1945 82ND AV OAKLAND 94621,040 336700800,,,,
-122.17302465348493,37.75908858611507,1951,82ND,AV,,94621,1951 82ND AV OAKLAND 94621,040 336700700,,,,
-122.179187273302091,37.759082630366869,7848,HOLLY,ST,,94621,7848 HOLLY ST OAKLAND 94621,040 335601800,,,,
-122.173733833875872,37.758745903970322,1909,82ND,AV,,94621,1909 82ND AV OAKLAND 94621,040 336701300,,,,
-122.172047350236198,37.740845759874979,1208,100TH,AV,,94603,1208 100TH AV OAKLAND 94603,045 518102700,,,,
-122.160611963755983,37.739954970938797,1915,107TH,AV,,94603,1915 107TH AV OAKLAND 94603,047 554300700,,,,
-122.177194205435725,37.739765010921353,9901,GOULD,ST,,94603,9901 GOULD ST OAKLAND 94603,045 522800800,,,,
-122.160815040502371,37.740193279127816,1920,106TH,AV,,94603,1920 106TH AV OAKLAND 94603,047 554302600,,,,
-122.169623090135133,37.740240492564475,1320,102ND,AV,,94603,1320 102ND AV OAKLAND 94603,045 518602000,,,,
-122.170908244235108,37.740344304904461,1249,102ND,AV,,94603,1249 102ND AV OAKLAND 94603,045 518100400,,,,
-122.162046046851998,37.740579584915423,1820,105TH,AV,,94603,1820 105TH AV OAKLAND 94603,047 554402000,,,,
-122.18143078158819,37.739165332667206,801,98TH,AV,,94603,801 98TH AV OAKLAND 94603,044 498900610,,,,
-122.174141675303048,37.740427280934142,1111,100TH,AV,,94603,1111 100TH AV OAKLAND 94603,044 497601900,,,,
-122.20718132966897,37.77889945383555,2238,HIGH,ST,,94601,2238 HIGH ST OAKLAND 94601,032 204603300,,,,
-122.214866117785647,37.77957403295855,3821,MERA,ST,,94601,3821 MERA ST OAKLAND 94601,032 209000800,,,,
-122.212239858916533,37.779600126331609,2074,40TH,AV,,94601,2074 40TH AV OAKLAND 94601,032 209403600,,,,
-122.206366757132272,37.779654028419351,2300,HIGH,ST,,94601,2300 HIGH ST 7 OAKLAND 94601,032 204603602,,,,
-122.206366757132272,37.779654028419351,2300,HIGH,ST,,94601,2300 HIGH ST 8 OAKLAND 94601,032 204603602,,,,
-122.206366757132272,37.779654028419351,2300,HIGH,ST,,94601,2300 HIGH ST 9 OAKLAND 94601,032 204603602,,,,
-122.206366757132272,37.779654028419351,2300,HIGH,ST,,94601,2300 HIGH ST OAKLAND 94601,032 204603602,,,,
-122.23563882060273,37.779345712888706,2531,11TH,ST,,94601,2531 E 11TH ST OAKLAND 94601,019 009000500,,,,
-122.208479995329157,37.779729281683188,2231,42ND,AV,,94601,2231 42ND AV OAKLAND 94601,032 208104300,,,,
-122.211437476518213,37.779725883608407,2115,ROSEDALE,AV,,94601,2115 ROSEDALE AV OAKLAND 94601,032 209400800,,,,
-122.209850995132612,37.779800993378615,2191,41ST,AV,,94601,2191 41ST AV OAKLAND 94601,032 207602800,,,,
-122.236045743951706,37.779489068083734,1020,25TH,AV,,94601,1020 25TH AV OAKLAND 94601,019 009001900,,,,
-122.15672041792773,37.744929032803576,10101,VOLTAIRE,AV,,94603,10101 VOLTAIRE AV OAKLAND 94603,047 556300800,,,,
-122.180211158689886,37.726974777839267,10542,CREEKSIDE,CI,,94603,10542 CREEKSIDE CI OAKLAND 94603,045 536903600,,,,
-122.180552013644686,37.727114906518572,10530,CREEKSIDE,CI,,94603,10530 CREEKSIDE CI OAKLAND 94603,045 536903300,,,,
-122.173401410508333,37.727529050607892,11120,ESTEPA,DR,,94603,11120 ESTEPA DR OAKLAND 94603,045 537702200,,,,
-122.174043756242156,37.727560926659947,11037,ESTEPA,DR,,94603,11037 ESTEPA DR OAKLAND 94603,045 537801100,,,,
-122.184588066961112,37.727788711715689,10043,BERNHARDT,DR,,94603,10043 BERNHARDT DR OAKLAND 94603,045 531303500,,,,
-122.175583805507344,37.728193870634968,341,BERGEDO,DR,,94603,341 BERGEDO DR OAKLAND 94603,045 541901400,,,,
-122.177961153787635,37.72828340538058,10653,TOPANGA,DR,,94603,10653 TOPANGA DR OAKLAND 94603,045 539502700,,,,
-122.173563730690276,37.728528060330902,11032,NOVELDA,DR,,94603,11032 NOVELDA DR OAKLAND 94603,045 537502900,,,,
-122.183764487017044,37.728461777551239,33,MALTA,CT,,94603,33 MALTA CT OAKLAND 94603,045 531400500,,,,
-122.179411376016034,37.728554512749938,457,CAPISTRANO,DR,,94603,457 CAPISTRANO DR OAKLAND 94603,045 539602901,,,,
-122.185307176430868,37.728609157559042,10001,BERNHARDT,DR,,94603,10001 BERNHARDT DR OAKLAND 94603,045 531302800,,,,
-122.183623336533103,37.728800803067656,148,LOUVAINE,AV,,94603,148 LOUVAINE AV OAKLAND 94603,045 531402400,,,,
-122.173125052794333,37.729041866915047,11040,ACALANES,DR,,94603,11040 ACALANES DR OAKLAND 94603,045 537403400,,,,
-122.17208818764901,37.729054232986428,11124,ROBLEDO,DR,,94603,11124 ROBLEDO DR OAKLAND 94603,045 537302601,,,,
-122.187334772841808,37.728923516296184,9955,GIBRALTAR,RD,,94603,9955 GIBRALTAR RD OAKLAND 94603,045 532301000,,,,
-122.174377661829908,37.729239422562244,10924,NOVELDA,DR,,94603,10924 NOVELDA DR OAKLAND 94603,045 537503600,,,,
-122.188153853124618,37.729253449720687,9938,HESKET,RD,,94603,9938 HESKET RD OAKLAND 94603,045 532301900,,,,
-122.184880244905571,37.729483643089573,124,ISLETON,AV,,94603,124 ISLETON AV OAKLAND 94603,045 531701600,,,,
-122.181983768307418,37.731646143676095,471,DOUGLAS,AV,,94603,471 DOUGLAS AV OAKLAND 94603,045 536201203,,,,
-122.186600023702937,37.731630759983119,9822,BERNHARDT,DR,,94603,9822 BERNHARDT DR OAKLAND 94603,045 530902500,,,,
-122.181927075629844,37.731810195469365,477,DOUGLAS,AV,,94603,477 DOUGLAS AV OAKLAND 94603,045 536201002,,,,
-122.176847480888881,37.748503469119441,1248,90TH,AV,,94603,1248 90TH AV OAKLAND 94603,044 495302200,,,,
-122.180134765059805,37.748606506295751,8816,D,ST,,94621,8816 D ST OAKLAND 94621,042 427501400,,,,
-122.185326635736544,37.76085402458552,1601,73RD,AV,,94621,1601 73RD AV OAKLAND 94621,039 331100700,,,,
-122.173362427218279,37.76100034371872,2001,80TH,AV,,94621,2001 80TH AV OAKLAND 94621,040 337801500,,,,
-122.213065805921374,37.77742144102433,1943,41ST,AV,,94601,1943 41ST AV OAKLAND 94601,032 207800800,,,,
-122.202636921529887,37.773238252298263,1930,VICKSBURG,AV,,94601,1930 VICKSBURG AV OAKLAND 94601,035 238001200,,,,
-122.21979346874717,37.772948308589044,1038,39TH,AV,,94601,1038 39TH AV OAKLAND 94601,033 216100102,,,,
-122.17119603121445,37.75360991684397,1756,87TH,AV,,94621,1756 87TH AV OAKLAND 94621,043 459002400,,,,
-122.176984929415568,37.757175073866208,1627,82ND,AV,,94621,1627 82ND AV OAKLAND 94621,040 336501000,,,,
-122.190839863434832,37.762932471982943,1508,HAVENSCOURT,BL,,94621,1508 HAVENSCOURT BL OAKLAND 94621,039 324704000,,,,
-122.200415337526607,37.762912745034257,1275,61ST,AV,,94621,1275 61ST AV OAKLAND 94621,041 388703900,,,,
-122.196875455182635,37.76304956308249,1372,63RD,AV,,94621,1372 63RD AV OAKLAND 94621,041 405001800,,,,
-122.198987174328366,37.762998562690939,1321,62ND,AV,,94621,1321 62ND AV OAKLAND 94621,041 388301800,,,,
-122.178913806366666,37.731355392545581,514,105TH,AV,,94603,514 105TH AV OAKLAND 94603,045 536801700,,,,
-122.169349246805595,37.751021692952818,1807,92ND,AV,,94603,1807 92ND AV OAKLAND 94603,046 544500603,,,,
-122.17732494624218,37.750948225236712,1314,87TH,AV,,94621,1314 87TH AV OAKLAND 94621,042 426802000,,,,
-122.182728786088319,37.752439411326492,1114,83RD,AV,,94621,1114 83RD AV OAKLAND 94621,042 426301600,,,,
-122.172553028977603,37.752624222788469,1637,88TH,AV,,94621,1637 88TH AV OAKLAND 94621,043 458500400,,,,
-122.22051048334572,37.790413670072979,2681,FRUITVALE,AV,,94601,2681 FRUITVALE AV OAKLAND 94601,026 077001501,,,,
-122.217337568185187,37.790563111062291,3116,LYNDE,ST,,94601,3116 LYNDE ST OAKLAND 94601,027 085001500,,,,
-122.189952904652543,37.759428844186978,1211,71ST,AV,,94621,1211 71ST AV OAKLAND 94621,041 413100900,,,,
-122.190265780679468,37.759505344547016,7010,RUDSDALE,ST,,94621,7010 RUDSDALE ST OAKLAND 94621,041 413101100,,,,
-122.170056461682705,37.736627480815393,10606,ROYAL,ST,,94603,10606 ROYAL ST OAKLAND 94603,045 520001500,,,,
-122.185541181274175,37.762139763794039,7110,ORRAL,ST,,94621,7110 ORRAL ST OAKLAND 94621,039 330903700,,,,
-122.19838727938162,37.761997765479002,1301,64TH,AV,,94621,1301 64TH AV OAKLAND 94621,041 405200700,,,,
-122.198352802939326,37.761961066551841,1303,64TH,AV,,94621,1303 64TH AV OAKLAND 94621,041 405200700,,,,
-122.187497322992485,37.762306286154548,1636,69TH,AV,,94621,1636 69TH AV OAKLAND 94621,039 331300100,,,,
-122.168397840189883,37.754559038637943,2015,88TH,AV,,94621,2015 88TH AV OAKLAND 94621,043 460001100,,,,
-122.171902871494083,37.754559937807848,1763,AUSEON,AV,,94621,1763 AUSEON AV OAKLAND 94621,043 459200500,,,,
-122.16928371021406,37.754147032314677,1949,88TH,AV,,94621,1949 88TH AV OAKLAND 94621,043 459500500,,,,
-122.196048947629038,37.768256154031711,1947,SEMINARY,AV,,94621,1947 SEMINARY AV OAKLAND 94621,038 323701400,,,,
-122.200014683519981,37.768695961370184,5532,17TH,ST,,94621,5532 E 17TH ST OAKLAND 94621,038 322902902,,,,
-122.210015964446356,37.768540828657443,1253,50TH,AV,,94601,1253 50TH AV OAKLAND 94601,034 225700900,,,,
-122.195965171643977,37.768862214040801,5743,HARMON,AV,,94621,5743 HARMON AV OAKLAND 94621,038 323700600,,,,
-122.195965171643977,37.768862214040801,5741,HARMON,AV,,94621,5741 HARMON AV OAKLAND 94621,038 323700600,,,,
-122.203600933305694,37.756166650966797,791,66TH,AV,,94621,791 66TH AV OAKLAND 94621,041 391001900,,,,
-122.195757016721288,37.756501837969672,911,70TH,AV,,94621,911 70TH AV OAKLAND 94621,041 415101600,,,,
-122.17844655575648,37.756870620540496,1480,81ST,AV,,94621,1480 81ST AV OAKLAND 94621,040 336403400,,,,
-122.178328367109501,37.756927739458838,1484,81ST,AV,,94621,1484 81ST AV OAKLAND 94621,040 336403500,,,,
-122.178328367109501,37.756927739458838,1482,81ST,AV,,94621,1482 81ST AV OAKLAND 94621,040 336403500,,,,
-122.195369723357885,37.756750531748743,935,70TH,AV,,94621,935 70TH AV OAKLAND 94621,041 415101200,,,,
-122.195950747395457,37.765689155859221,6116,17TH,ST,,94621,6116 E 17TH ST OAKLAND 94621,038 321503200,,,,
-122.209103027284343,37.765588683349449,5306,10TH,ST,,94601,5306 E 10TH ST OAKLAND 94601,034 227802300,,,,
-122.210849103363316,37.771483037099564,1438,46TH,AV,,94601,1438 46TH AV OAKLAND 94601,035 235902700,,,,
-122.210849103363316,37.771483037099564,1436,46TH,AV,,94601,1436 46TH AV OAKLAND 94601,035 235902700,,,,
-122.210849103363316,37.771483037099564,1440,46TH,AV,,94601,1440 46TH AV OAKLAND 94601,035 235902700,,,,
-122.207163437923455,37.771918109617268,4900,BANCROFT,AV,,94601,4900 BANCROFT AV OAKLAND 94601,035 238500300,,,,
-122.207163437923455,37.771918109617268,1700,FREMONT,WY,,94601,1700 FREMONT WY OAKLAND 94601,035 238500300,,,,
-122.207163437923455,37.771918109617268,4896,BANCROFT,AV,,94601,4896 BANCROFT AV OAKLAND 94601,035 238500300,,,,
-122.179498756042022,37.75938489925138,7824,HOLLY,ST,,94621,7824 HOLLY ST OAKLAND 94621,040 335602200,,,,
-122.194180366498131,37.75918862428977,6806,LUCILLE,ST,,94621,6806 LUCILLE ST OAKLAND 94621,041 406601100,,,,
-122.181655024439323,37.759380630248415,1536,77TH,AV,,94621,1536 77TH AV OAKLAND 94621,040 332202400,,,,
-122.184542074116877,37.759567038648832,1474,74TH,AV,,94621,1474 74TH AV OAKLAND 94621,040 331908300,,,,
-122.184581346664459,37.759603673425715,1476,74TH,AV,,94621,1476 74TH AV OAKLAND 94621,040 331908300,,,,
-122.196011640595316,37.75946825022357,6639,EASTLAWN,ST,,94621,6639 EASTLAWN ST OAKLAND 94621,041 406403200,,,,
-122.181698957446599,37.759879207785261,1553,77TH,AV,,94621,1553 77TH AV OAKLAND 94621,040 332101200,,,,
-122.226662632399922,37.786762206972227,2601,22ND,ST,,94601,2601 E 22ND ST OAKLAND 94601,026 074500100,,,,
-122.222321610926031,37.786755379522077,3102,ASHBROOK,CT,,94601,3102 ASHBROOK CT OAKLAND 94601,026 076600700,,,,
-122.183506361510041,37.761251505165973,1800,73RD,AV,,94621,1800 73RD AV OAKLAND 94621,040 331706410,,,,
-122.179843241088861,37.761330137731235,7601,LOCKWOOD,ST,,94621,7601 LOCKWOOD ST OAKLAND 94621,040 332502101,,,,
-122.17239561629205,37.76143221676908,2035,80TH,AV,,94621,2035 80TH AV OAKLAND 94621,040 337800700,,,,
-122.200976498016615,37.761052888714481,6211,TEVIS,ST,,94621,6211 TEVIS ST C OAKLAND 94621,041 389502900,,,,
-122.200976498016615,37.761052888714481,6211,TEVIS,ST,,94621,6211 TEVIS ST OAKLAND 94621,041 389502900,,,,
-122.188596203333447,37.761628695989934,1544,69TH,AV,,94621,1544 69TH AV OAKLAND 94621,039 325002600,,,,
-122.202240683641236,37.771493934731353,5333,BANCROFT,AV,,94601,5333 BANCROFT AV OAKLAND 94601,035 239302500,,,,
-122.204098440971279,37.771428157660843,5226,WENTWORTH,AV,,94601,5226 WENTWORTH AV OAKLAND 94601,035 239401300,,,,
-122.214313557766147,37.771256697319409,1214,44TH,AV,,94601,1214 44TH AV OAKLAND 94601,034 225201000,,,,
-122.229904810363806,37.772305525789186,603,LANCASTER,ST,,94601,603 LANCASTER ST OAKLAND 94601,025 066801001,,,,
-122.208877772930222,37.772609814043577,1700,47TH,AV,,94601,1700 47TH AV OAKLAND 94601,035 239901401,,,,
-122.210582472607214,37.772737163828197,1653,46TH,AV,,94601,1653 46TH AV OAKLAND 94601,035 235801100,,,,
-122.197544762053056,37.772884930714753,5432,FOOTHILL,BL,,94601,5432 FOOTHILL BL OAKLAND 94601,035 237600900,,,,
-122.198254022394053,37.772887322936555,5404,FOOTHILL,BL,,94601,5404 FOOTHILL BL OAKLAND 94601,035 237601400,,,,
-122.194237199312909,37.765396771621027,6221,BROMLEY,AV,,94621,6221 BROMLEY AV OAKLAND 94621,038 321600800,,,,
-122.218747955520598,37.764857619462987,499,LESSER,ST,,94601,499 LESSER ST OAKLAND 94601,034 230400300,,,,
-122.21141989019992,37.768618239895503,4816,12TH,ST,,94601,4816 12TH ST OAKLAND 94601,034 225601200,,,,
-122.21141989019992,37.768618239895503,4816,12TH,ST,,94601,4816 E 12TH ST OAKLAND 94601,034 225601200,,,,
-122.184285216132736,37.75410988132554,1209,81ST,AV,,94621,1209 81ST AV OAKLAND 94621,041 420301100,,,,
-122.190107436440982,37.754131506276018,1019,77TH,AV,,94621,1019 77TH AV OAKLAND 94621,041 414203600,,,,
-122.21946348879726,37.773267674562916,1206,39TH,AV,,94601,1206 39TH AV OAKLAND 94601,033 215601800,,,,
-122.224014095311801,37.773205156852001,911,36TH,AV,,94601,911 36TH AV OAKLAND 94601,033 218901000,,,,
-122.212874166525182,37.786310306788074,2400,35TH,AV,,94601,2400 35TH AV A OAKLAND 94601,032 210802703,,,,
-122.212874166525182,37.786310306788074,2400,35TH,AV,,94601,2400 35TH AV C OAKLAND 94601,032 210802703,,,,
-122.212874166525182,37.786310306788074,2400,35TH,AV,,94601,2400 35TH AV D OAKLAND 94601,032 210802703,,,,
-122.212874166525182,37.786310306788074,2400,35TH,AV,,94601,2400 35TH AV B OAKLAND 94601,032 210802703,,,,
-122.212874166525182,37.786310306788074,2400,35TH,AV,,94601,2400 35TH AV OAKLAND 94601,032 210802703,,,,
-122.229813894568863,37.786068852299159,1947,IRVING,AV,,94601,1947 IRVING AV OAKLAND 94601,020 020400500,,,,
-122.181184032345968,37.759682664971088,1564,77TH,AV,,94621,1564 77TH AV OAKLAND 94621,040 332201900,,,,
-122.190171056027708,37.759629354831027,1212,70TH,AV,,94621,1212 70TH AV OAKLAND 94621,041 413101300,,,,
-122.185380685570578,37.759684745133924,1453,74TH,AV,,94621,1453 74TH AV OAKLAND 94621,040 331702400,,,,
-122.153606638862357,37.743135250518939,10506,BYRON,AV,,94603,10506 BYRON AV OAKLAND 94603,047 557601700,,,,
-122.164925330593888,37.74290713334328,1712,101ST,AV,,94603,1712 101ST AV OAKLAND 94603,047 550502200,,,,
-122.166216943580764,37.743022522870035,1621,101ST,AV,,94603,1621 101ST AV OAKLAND 94603,047 551400600,,,,
-122.173830452176233,37.742980751113556,1201,98TH,AV,,94603,1201 98TH AV OAKLAND 94603,044 495901300,,,,
-122.177420843195407,37.743052396864492,9612,E,ST,,94603,9612 E ST 3 OAKLAND 94603,044 497900103,,,,
-122.177420843195407,37.743052396864492,9612,E,ST,,94603,9612 E ST OAKLAND 94603,044 497900103,,,,
-122.166486200112445,37.743246786023299,1612,100TH,AV,,94603,1612 100TH AV OAKLAND 94603,047 551401300,,,,
-122.155474705258612,37.742712886784908,10454,LONGFELLOW,AV,,94603,10454 LONGFELLOW AV OAKLAND 94603,047 556402800,,,,
-122.164394273547373,37.748792779894593,2020,96TH,AV,,94603,2020 96TH AV OAKLAND 94603,046 546200400,,,,
-122.181381571876926,37.748685263108442,1037,88TH,AV,,94621,1037 88TH AV OAKLAND 94621,042 427700801,,,,
-122.170435502223569,37.748844964205162,9318,WALNUT,ST,,94603,9318 WALNUT ST OAKLAND 94603,046 543402100,,,,
-122.185606018976443,37.748752572635276,8523,G,ST,,94621,8523 G ST OAKLAND 94621,042 429700200,,,,
-122.179751559030947,37.748910855119696,1130,88TH,AV,,94621,1130 88TH AV OAKLAND 94621,042 427501900,,,,
-122.215432470537991,37.789878021987477,3224,LYNDE,ST,,94601,3224 LYNDE ST OAKLAND 94601,027 087008500,,,,
-122.224255847226118,37.787496929782066,2347,MITCHELL,ST,,94601,2347 MITCHELL ST OAKLAND 94601,026 076300700,,,,
-122.207153872662317,37.773025196863863,1916,48TH,AV,,94601,1916 48TH AV OAKLAND 94601,035 238301500,,,,
-122.232526389010303,37.773439439828756,2916,CHAPMAN,ST,,94601,2916 CHAPMAN ST OAKLAND 94601,025 067102503,,,,
-122.162321575420961,37.743566102660296,1918,101ST,AV,,94603,1918 101ST AV OAKLAND 94603,047 550202300,,,,
-122.162154822053083,37.743608484277026,1926,101ST,AV,,94603,1926 101ST AV OAKLAND 94603,047 550202400,,,,
-122.16082991660349,37.743630054758192,2035,102ND,AV,,94603,2035 102ND AV OAKLAND 94603,047 550200400,,,,
-122.173045933675681,37.743468784607771,1251,98TH,AV,,94603,1251 98TH AV OAKLAND 94603,044 495900700,,,,
-122.159515523239335,37.743702623334308,2130,102ND,AV,,94603,2130 102ND AV OAKLAND 94603,047 549601602,,,,
-122.177563969972979,37.743644263170857,1061,ELMHURST,AV,,94603,1061 ELMHURST AV OAKLAND 94603,044 498402000,,,,
